Date,HomeTeam,AwayTeam,HomeAverageAge,AwayAverageAge,HomeAverageValue,AwayAverageValue
17/10/2009,Aston Villa,Chelsea,27,29,12345454,25909090
17/10/2009,Everton,Wolves,27,24,8590909,2522727
17/10/2009,Man United,Bolton,28,27,16909090,3318181
17/10/2009,Portsmouth,Tottenham,28,25,3227272,12545454
17/10/2009,Stoke,West Ham,29,25,3409090,3818181
17/10/2009,Sunderland,Liverpool,25,25,7590909,10977272
18/10/2009,Blackburn,Burnley,27,28,4772727,2363636
18/10/2009,Wigan,Man City,26,26,0,14727272
19/10/2009,Fulham,Hull,29,27,4590909,3090909
24/10/2009,Birmingham,Sunderland,26,25,4609090,7636363
24/10/2009,Burnley,Wigan,28,26,2181818,0
24/10/2009,Chelsea,Blackburn,29,27,26454545,3204545
24/10/2009,Hull,Portsmouth,27,27,3227272,3000000
24/10/2009,Tottenham,Stoke,25,28,12409090,3295454
24/10/2009,Wolves,Aston Villa,25,27,2522727,12345454
25/10/2009,Bolton,Everton,27,25,3318181,7909090
25/10/2009,Liverpool,Man United,26,29,16000000,18318181
25/10/2009,Man City,Fulham,27,28,15090909,4227272
25/10/2009,West Ham,Arsenal,25,24,4363636,9727272
31/10/2009,Arsenal,Tottenham,25,25,11045454,10272727
31/10/2009,Bolton,Chelsea,26,29,3181818,25318181
31/10/2009,Burnley,Hull,28,27,2181818,2931818
31/10/2009,Everton,Aston Villa,26,27,8909090,11890909
31/10/2009,Fulham,Liverpool,29,26,4454545,13545454
31/10/2009,Man United,Blackburn,26,27,18818181,4500000
31/10/2009,Portsmouth,Wigan,27,26,2863636,136363
31/10/2009,Stoke,Wolves,28,25,3363636,2704545
31/10/2009,Sunderland,West Ham,25,25,7409090,3363636
1/11/2009,Birmingham,Man City,27,27,3404545,13727272
4/11/2009,West Ham,Aston Villa,26,28,4590909,10663636
7/11/2009,Aston Villa,Bolton,27,27,11481818,3727272
7/11/2009,Blackburn,Portsmouth,27,26,4909090,2409090
7/11/2009,Man City,Burnley,27,28,14000000,2181818
7/11/2009,Tottenham,Sunderland,26,25,11000000,6000000
7/11/2009,Wolves,Arsenal,25,25,2727272,11136363
8/11/2009,Chelsea,Man United,29,27,27500000,17363636
8/11/2009,Hull,Stoke,27,28,2795454,3545454
8/11/2009,West Ham,Everton,25,25,3409090,9136363
8/11/2009,Wigan,Fulham,27,29,0,4409090
9/11/2009,Liverpool,Birmingham,24,25,12409090,4609090
21/11/2009,Birmingham,Fulham,26,29,4609090,4136363
21/11/2009,Burnley,Aston Villa,28,28,2181818,12254545
21/11/2009,Chelsea,Wolves,27,24,20636363,2000000
21/11/2009,Hull,West Ham,27,26,2795454,4272727
21/11/2009,Liverpool,Man City,24,27,15363636,12545454
21/11/2009,Man United,Everton,28,26,16090909,9181818
21/11/2009,Sunderland,Arsenal,25,24,5818181,8454545
22/11/2009,Bolton,Blackburn,28,27,3454545,4545454
22/11/2009,Stoke,Portsmouth,28,27,3590909,2454545
22/11/2009,Tottenham,Wigan,25,27,12772727,0
25/11/2009,Fulham,Blackburn,29,28,4409090,4409090
25/11/2009,Hull,Everton,27,27,2795454,7909090
28/11/2009,Aston Villa,Tottenham,28,24,10500000,12772727
28/11/2009,Blackburn,Stoke,27,27,4500000,3454545
28/11/2009,Fulham,Bolton,29,28,3954545,2818181
28/11/2009,Man City,Hull,26,27,15272727,3022727
28/11/2009,Portsmouth,Man United,26,28,2818181,15454545
28/11/2009,West Ham,Burnley,26,28,3227272,2181818
28/11/2009,Wigan,Sunderland,27,25,0,6363636
29/11/2009,Arsenal,Chelsea,25,27,10090909,26681818
29/11/2009,Everton,Liverpool,26,25,8863636,15045454
29/11/2009,Wolves,Birmingham,25,26,2477272,4609090
5/12/2009,Arsenal,Stoke,25,29,11090909,3318181
5/12/2009,Aston Villa,Hull,28,27,12272727,2840909
5/12/2009,Blackburn,Liverpool,27,26,5090909,17272727
5/12/2009,Man City,Chelsea,26,29,15636363,27500000
5/12/2009,Portsmouth,Burnley,27,28,2227272,2090909
5/12/2009,West Ham,Man United,25,27,2636363,15227272
5/12/2009,Wigan,Birmingham,27,26,0,4609090
5/12/2009,Wolves,Bolton,26,27,2454545,2454545
6/12/2009,Everton,Tottenham,25,24,8590909,12772727
6/12/2009,Fulham,Sunderland,29,25,4409090,7136363
12/12/2009,Birmingham,West Ham,26,26,4609090,3590909
12/12/2009,Bolton,Man City,27,27,3681818,13545454
12/12/2009,Burnley,Fulham,28,29,2181818,4409090
12/12/2009,Chelsea,Everton,28,25,25045454,7090909
12/12/2009,Hull,Blackburn,27,26,2954545,4727272
12/12/2009,Man United,Aston Villa,27,28,16545454,12272727
12/12/2009,Stoke,Wigan,28,27,3227272,0
12/12/2009,Sunderland,Portsmouth,25,28,6227272,2954545
12/12/2009,Tottenham,Wolves,25,26,12818181,2454545
13/12/2009,Liverpool,Arsenal,27,24,20545454,11272727
15/12/2009,Birmingham,Blackburn,26,27,4609090,4727272
15/12/2009,Bolton,West Ham,27,27,3681818,3363636
15/12/2009,Man United,Wolves,25,25,15431818,1772727
15/12/2009,Sunderland,Aston Villa,25,28,6500000,12272727
16/12/2009,Burnley,Arsenal,27,25,2181818,10863636
16/12/2009,Chelsea,Portsmouth,28,27,21454545,1863636
16/12/2009,Liverpool,Wigan,26,26,15045454,0
16/12/2009,Tottenham,Man City,24,26,12772727,14045454
19/12/2009,Arsenal,Hull,26,28,9181818,2727272
19/12/2009,Aston Villa,Stoke,28,28,12272727,3272727
19/12/2009,Blackburn,Tottenham,27,24,3818181,12772727
19/12/2009,Fulham,Man United,29,25,4363636,17022727
19/12/2009,Man City,Sunderland,27,25,10045454,5545454
19/12/2009,Portsmouth,Liverpool,27,26,3136363,20000000
20/12/2009,Everton,Birmingham,27,26,8454545,4609090
20/12/2009,West Ham,Chelsea,27,28,3454545,25272727
20/12/2009,Wolves,Burnley,26,27,2409090,2181818
26/12/2009,Birmingham,Chelsea,26,27,4609090,20590909
26/12/2009,Burnley,Bolton,27,27,2318181,3272727
26/12/2009,Fulham,Tottenham,29,25,4363636,12545454
26/12/2009,Liverpool,Wolves,26,26,17909090,2409090
26/12/2009,Man City,Stoke,27,28,13181818,3272727
26/12/2009,Sunderland,Everton,25,27,6227272,8454545
26/12/2009,West Ham,Portsmouth,26,28,3590909,3272727
26/12/2009,Wigan,Blackburn,27,27,0,4318181
27/12/2009,Arsenal,Aston Villa,25,28,10772727,12272727
27/12/2009,Hull,Man United,27,27,2818181,17681818
28/12/2009,Blackburn,Sunderland,27,24,4772727,4272727
28/12/2009,Chelsea,Fulham,28,28,21318181,3636363
28/12/2009,Everton,Burnley,27,27,7636363,2318181
28/12/2009,Stoke,Birmingham,28,26,3500000,4609090
28/12/2009,Tottenham,West Ham,25,26,12363636,3636363
28/12/2009,Wolves,Man City,26,26,2704545,12818181
29/12/2009,Aston Villa,Liverpool,28,26,11000000,19454545
29/12/2009,Bolton,Hull,27,27,3681818,2818181
30/12/2009,Man United,Wigan,26,26,17000000,0
30/12/2009,Portsmouth,Arsenal,27,24,3227272,10500000
5/01/2010,Stoke,Fulham,28,29,3431818,3818181
9/01/2010,Arsenal,Everton,24,28,11318181,8045454
9/01/2010,Birmingham,Man United,26,26,4609090,15681818
11/01/2010,Man City,Blackburn,26,27,12681818,3954545
16/01/2010,Chelsea,Sunderland,29,25,23681818,5454545
16/01/2010,Everton,Man City,27,26,9227272,12500000
16/01/2010,Man United,Burnley,28,27,17727272,2386363
16/01/2010,Stoke,Liverpool,29,26,3227272,9272727
16/01/2010,Tottenham,Hull,24,28,13227272,2727272
16/01/2010,Wolves,Wigan,26,25,2363636,0
17/01/2010,Aston Villa,West Ham,28,24,12363636,3795454
17/01/2010,Blackburn,Fulham,27,29,4795454,4000000
17/01/2010,Bolton,Arsenal,27,25,3681818,9363636
20/01/2010,Arsenal,Bolton,26,26,9863636,3409090
20/01/2010,Liverpool,Tottenham,26,25,11818181,13409090
23/01/2010,Man United,Hull,27,28,16000000,2727272
26/01/2010,Bolton,Burnley,27,28,3227272,2204545
26/01/2010,Portsmouth,West Ham,28,24,2681818,3250000
26/01/2010,Tottenham,Fulham,25,28,11863636,3681818
26/01/2010,Wolves,Liverpool,26,26,2727272,14954545
27/01/2010,Aston Villa,Arsenal,28,25,11454545,9727272
27/01/2010,Blackburn,Wigan,26,25,3977272,0
27/01/2010,Chelsea,Birmingham,29,26,24181818,4609090
27/01/2010,Everton,Sunderland,28,26,9045454,5454545
30/01/2010,Birmingham,Tottenham,26,25,4609090,11863636
30/01/2010,Burnley,Chelsea,28,28,1977272,24227272
30/01/2010,Fulham,Aston Villa,29,28,4227272,11454545
30/01/2010,Hull,Wolves,26,26,2545454,2454545
30/01/2010,Liverpool,Bolton,26,26,15590909,2954545
30/01/2010,West Ham,Blackburn,24,26,3250000,4522727
30/01/2010,Wigan,Everton,25,27,0,8227272
31/01/2010,Arsenal,Man United,25,27,10818181,15272727
31/01/2010,Man City,Portsmouth,26,28,12863636,1727272
1/02/2010,Sunderland,Stoke,26,28,7500000,3227272
2/02/2010,Hull,Chelsea,26,29,2500000,24636363
3/02/2010,Fulham,Portsmouth,28,28,4909090,2227272
6/02/2010,Bolton,Fulham,27,29,3045454,4363636
6/02/2010,Burnley,West Ham,27,25,2090909,5545454
6/02/2010,Hull,Man City,26,26,2500000,12590909
6/02/2010,Liverpool,Everton,26,28,13500000,9045454
6/02/2010,Man United,Portsmouth,27,28,18818181,1863636
6/02/2010,Stoke,Blackburn,28,26,3136363,4613636
6/02/2010,Sunderland,Wigan,25,25,7590909,0
6/02/2010,Tottenham,Aston Villa,25,28,11863636,11454545
7/02/2010,Birmingham,Wolves,26,26,4609090,2454545
7/02/2010,Chelsea,Arsenal,28,25,24818181,10863636
9/02/2010,Fulham,Burnley,29,26,4863636,2022727
9/02/2010,Man City,Bolton,27,26,12272727,3454545
9/02/2010,Portsmouth,Sunderland,29,26,2090909,8045454
9/02/2010,Wigan,Stoke,26,28,0,3545454
10/02/2010,Arsenal,Liverpool,25,25,9090909,14727272
10/02/2010,Aston Villa,Man United,27,28,11318181,15954545
10/02/2010,Blackburn,Hull,27,26,3386363,2500000
10/02/2010,Everton,Chelsea,28,28,9045454,24363636
10/02/2010,West Ham,Birmingham,26,27,4045454,4018181
10/02/2010,Wolves,Tottenham,26,25,2090909,10863636
16/02/2010,Stoke,Man City,28,26,2818181,11772727
17/02/2010,Wigan,Bolton,25,28,0,3454545
20/02/2010,Arsenal,Sunderland,24,25,6318181,7863636
20/02/2010,Everton,Man United,28,28,8318181,17681818
20/02/2010,Portsmouth,Stoke,29,28,2272727,3909090
20/02/2010,West Ham,Hull,27,27,4272727,2590909
20/02/2010,Wolves,Chelsea,26,28,2090909,20227272
21/02/2010,Aston Villa,Burnley,28,25,12363636,2068181
21/02/2010,Blackburn,Bolton,26,28,3022727,2772727
21/02/2010,Fulham,Birmingham,29,26,4772727,4245454
21/02/2010,Man City,Liverpool,26,26,12863636,15363636
21/02/2010,Wigan,Tottenham,25,25,0,12318181
23/02/2010,Man United,West Ham,27,26,15454545,3954545
27/02/2010,Birmingham,Wigan,26,25,4245454,0
27/02/2010,Bolton,Wolves,26,26,3295454,2090909
27/02/2010,Burnley,Portsmouth,27,28,1818181,1954545
27/02/2010,Chelsea,Man City,29,26,21909090,14500000
27/02/2010,Stoke,Arsenal,28,25,2590909,6590909
28/02/2010,Liverpool,Blackburn,27,26,19000000,3250000
28/02/2010,Sunderland,Fulham,25,30,7954545,4772727
28/02/2010,Tottenham,Everton,24,26,12818181,7363636
6/03/2010,Arsenal,Burnley,25,26,7590909,1977272
6/03/2010,West Ham,Bolton,27,26,4272727,3454545
6/03/2010,Wolves,Man United,26,28,2090909,14909090
7/03/2010,Everton,Hull,27,27,7727272,2363636
8/03/2010,Wigan,Liverpool,25,27,0,17954545
9/03/2010,Portsmouth,Birmingham,29,25,2272727,4131818
9/03/2010,Sunderland,Bolton,25,27,8181818,3454545
10/03/2010,Burnley,Stoke,27,29,1931818,3500000
13/03/2010,Birmingham,Everton,26,27,4427272,8545454
13/03/2010,Bolton,Wigan,27,25,3227272,0
13/03/2010,Burnley,Wolves,28,26,2000000,2090909
13/03/2010,Chelsea,West Ham,28,27,20000000,2636363
13/03/2010,Hull,Arsenal,27,25,2818181,9909090
13/03/2010,Stoke,Aston Villa,29,28,3590909,11772727
13/03/2010,Tottenham,Blackburn,25,27,11909090,4295454
14/03/2010,Man United,Fulham,28,29,20136363,4681818
14/03/2010,Sunderland,Man City,25,26,7227272,14090909
15/03/2010,Liverpool,Portsmouth,26,29,19318181,1954545
16/03/2010,Wigan,Aston Villa,24,27,0,12818181
20/03/2010,Arsenal,West Ham,25,25,7909090,2454545
20/03/2010,Aston Villa,Wolves,28,26,11772727,2090909
20/03/2010,Everton,Bolton,27,27,8545454,3227272
20/03/2010,Portsmouth,Hull,29,28,1818181,2590909
20/03/2010,Stoke,Tottenham,29,25,3181818,11000000
20/03/2010,Sunderland,Birmingham,25,25,7227272,4154545
20/03/2010,Wigan,Burnley,25,28,0,2409090
21/03/2010,Blackburn,Chelsea,25,27,3072727,19454545
21/03/2010,Fulham,Man City,29,27,3636363,10409090
21/03/2010,Man United,Liverpool,28,26,17500000,19590909
23/03/2010,West Ham,Wolves,26,26,4772727,2522727
24/03/2010,Aston Villa,Sunderland,28,24,11772727,6954545
24/03/2010,Blackburn,Birmingham,25,26,3072727,4200000
24/03/2010,Man City,Everton,26,28,12409090,9772727
24/03/2010,Portsmouth,Chelsea,30,28,1681818,19227272
27/03/2010,Birmingham,Arsenal,26,25,4200000,6545454
27/03/2010,Bolton,Man United,26,29,3636363,12136363
27/03/2010,Chelsea,Aston Villa,28,28,19681818,12163636
27/03/2010,Hull,Fulham,27,28,2545454,3818181
27/03/2010,Tottenham,Portsmouth,24,31,10318181,1590909
27/03/2010,West Ham,Stoke,26,29,4681818,3045454
27/03/2010,Wolves,Everton,26,28,2522727,8863636
28/03/2010,Burnley,Blackburn,28,26,2409090,2663636
28/03/2010,Liverpool,Sunderland,26,24,19590909,6863636
29/03/2010,Man City,Wigan,26,25,10227272,0
3/04/2010,Arsenal,Wolves,27,26,6681818,2522727
3/04/2010,Bolton,Aston Villa,26,27,4045454,11590909
3/04/2010,Burnley,Man City,28,28,2181818,11227272
3/04/2010,Man United,Chelsea,30,28,13045454,19681818
3/04/2010,Portsmouth,Blackburn,29,27,1363636,3300000
3/04/2010,Stoke,Hull,29,28,3136363,2409090
3/04/2010,Sunderland,Tottenham,24,24,5818181,8590909
4/04/2010,Birmingham,Liverpool,26,27,4200000,17136363
4/04/2010,Everton,West Ham,28,26,8954545,3863636
4/04/2010,Fulham,Wigan,29,26,4409090,0
10/04/2010,Hull,Burnley,27,27,2545454,2113636
10/04/2010,West Ham,Sunderland,25,24,3318181,5818181
11/04/2010,Blackburn,Man United,26,29,3300000,10227272
11/04/2010,Liverpool,Fulham,26,30,14772727,4500000
11/04/2010,Man City,Birmingham,26,28,11954545,2995454
11/04/2010,Wolves,Stoke,26,29,2477272,3090909
13/04/2010,Chelsea,Bolton,28,26,21727272,3818181
14/04/2010,Aston Villa,Everton,27,28,12818181,8136363
14/04/2010,Tottenham,Arsenal,25,26,8909090,8545454
14/04/2010,Wigan,Portsmouth,26,27,0,1372727
17/04/2010,Birmingham,Hull,26,28,4200000,2113636
17/04/2010,Blackburn,Everton,26,29,3118181,10272727
17/04/2010,Fulham,Wolves,29,26,3636363,2477272
17/04/2010,Man City,Man United,26,29,12363636,13409090
17/04/2010,Stoke,Bolton,29,26,3454545,3818181
17/04/2010,Sunderland,Burnley,24,27,7045454,1931818
17/04/2010,Tottenham,Chelsea,25,28,9636363,20409090
18/04/2010,Portsmouth,Aston Villa,27,27,1818181,12818181
18/04/2010,Wigan,Arsenal,25,25,0,6954545
19/04/2010,Liverpool,West Ham,27,26,13636363,3318181
21/04/2010,Hull,Aston Villa,28,27,2113636,12818181
24/04/2010,Arsenal,Man City,26,27,8454545,11363636
24/04/2010,Bolton,Portsmouth,27,28,4272727,2090909
24/04/2010,Hull,Sunderland,29,24,2159090,6772727
24/04/2010,Man United,Tottenham,28,25,12272727,10136363
24/04/2010,West Ham,Wigan,26,25,4090909,0
24/04/2010,Wolves,Blackburn,26,27,2590909,2709090
25/04/2010,Aston Villa,Birmingham,27,27,12818181,4200000
25/04/2010,Burnley,Liverpool,27,26,2113636,16386363
25/04/2010,Chelsea,Stoke,29,29,22772727,3181818
25/04/2010,Everton,Fulham,28,27,9454545,3090909
1/05/2010,Birmingham,Burnley,26,27,4359090,2250000
1/05/2010,Man City,Aston Villa,26,27,10909090,12818181
1/05/2010,Portsmouth,Wolves,28,26,1636363,2522727
1/05/2010,Stoke,Everton,27,28,3409090,10136363
1/05/2010,Tottenham,Bolton,25,27,9681818,4272727
2/05/2010,Fulham,West Ham,28,26,2681818,4090909
2/05/2010,Liverpool,Chelsea,27,28,15727272,25681818
2/05/2010,Sunderland,Man United,24,29,6500000,15090909
3/05/2010,Blackburn,Arsenal,29,25,3477272,8181818
3/05/2010,Wigan,Hull,25,27,0,1481818
5/05/2010,Fulham,Stoke,30,27,4318181,3409090
5/05/2010,Man City,Tottenham,26,25,11863636,11136363
9/05/2010,Arsenal,Fulham,26,27,9818181,3090909
9/05/2010,Aston Villa,Blackburn,27,26,12818181,2263636
9/05/2010,Bolton,Birmingham,27,27,4272727,3836363
9/05/2010,Burnley,Tottenham,27,24,2068181,10386363
9/05/2010,Chelsea,Wigan,28,27,25681818,0
9/05/2010,Everton,Portsmouth,27,28,9136363,1545454
9/05/2010,Hull,Liverpool,27,26,1481818,15454545
9/05/2010,Man United,Stoke,30,27,17409090,3409090
9/05/2010,West Ham,Man City,27,27,2954545,7181818
9/05/2010,Wolves,Sunderland,26,25,1977272,7818181
14/08/2010,Aston Villa,West Ham,27,27,11590909,3409090
14/08/2010,Blackburn,Everton,27,28,3909090,11727272
14/08/2010,Bolton,Fulham,28,29,4363636,3681818
14/08/2010,Chelsea,West Brom,29,25,20727272,3000000
14/08/2010,Sunderland,Birmingham,24,27,8136363,3772727
14/08/2010,Tottenham,Man City,25,25,14090909,15181818
14/08/2010,Wigan,Blackpool,25,26,0,1636363
14/08/2010,Wolves,Stoke,26,28,2454545,4181818
15/08/2010,Liverpool,Arsenal,27,25,15000000,11818181
16/08/2010,Man United,Newcastle,28,26,17227272,6545454
21/08/2010,Arsenal,Blackpool,25,26,10590909,1681818
21/08/2010,Birmingham,Blackburn,26,26,4590909,3863636
21/08/2010,Everton,Wolves,28,27,10000000,2409090
21/08/2010,Stoke,Tottenham,28,25,3818181,12090909
21/08/2010,West Brom,Sunderland,25,25,3681818,7681818
21/08/2010,West Ham,Bolton,28,28,3590909,4363636
21/08/2010,Wigan,Chelsea,25,28,0,22454545
22/08/2010,Fulham,Man United,29,28,5090909,10954545
22/08/2010,Newcastle,Aston Villa,26,27,6545454,9590909
23/08/2010,Man City,Liverpool,25,26,16636363,20681818
28/08/2010,Blackburn,Arsenal,27,25,3500000,10545454
28/08/2010,Blackpool,Fulham,26,28,1727272,3681818
28/08/2010,Chelsea,Stoke,29,28,20727272,4272727
28/08/2010,Man United,West Ham,29,28,15909090,3500000
28/08/2010,Tottenham,Wigan,26,25,11590909,181818
28/08/2010,Wolves,Newcastle,27,26,2545454,6545454
29/08/2010,Aston Villa,Everton,28,27,8363636,12272727
29/08/2010,Bolton,Birmingham,28,27,4363636,4272727
29/08/2010,Liverpool,West Brom,27,25,21136363,3545454
29/08/2010,Sunderland,Man City,24,25,7636363,16636363
11/09/2010,Arsenal,Bolton,25,27,6545454,4363636
11/09/2010,Everton,Man United,28,30,11181818,11181818
11/09/2010,Fulham,Wolves,29,27,4272727,2954545
11/09/2010,Man City,Blackburn,26,27,13272727,3500000
11/09/2010,Newcastle,Blackpool,26,26,6545454,1909090
11/09/2010,West Brom,Tottenham,26,26,3590909,14272727
11/09/2010,West Ham,Chelsea,27,27,3954545,19636363
11/09/2010,Wigan,Sunderland,25,24,181818,8954545
12/09/2010,Birmingham,Liverpool,27,27,4272727,19500000
13/09/2010,Stoke,Aston Villa,28,27,4318181,8272727
18/09/2010,Aston Villa,Bolton,27,27,9909090,3500000
18/09/2010,Blackburn,Fulham,27,29,3500000,4454545
18/09/2010,Everton,Newcastle,27,26,10045454,6909090
18/09/2010,Stoke,West Ham,28,27,4363636,4090909
18/09/2010,Sunderland,Arsenal,24,25,8681818,9363636
18/09/2010,Tottenham,Wolves,27,26,10318181,3090909
18/09/2010,West Brom,Birmingham,26,27,3590909,3909090
19/09/2010,Chelsea,Blackpool,27,25,18272727,1863636
19/09/2010,Man United,Liverpool,29,28,15909090,20454545
19/09/2010,Wigan,Man City,25,25,181818,18545454
25/09/2010,Arsenal,West Brom,26,26,9272727,3545454
25/09/2010,Birmingham,Wigan,27,25,3909090,181818
25/09/2010,Blackpool,Blackburn,27,26,1727272,3681818
25/09/2010,Fulham,Everton,30,27,4454545,10727272
25/09/2010,Liverpool,Sunderland,28,24,21818181,9000000
25/09/2010,Man City,Chelsea,25,27,17818181,21454545
25/09/2010,West Ham,Tottenham,28,25,2909090,14045454
26/09/2010,Bolton,Man United,28,29,3727272,15909090
26/09/2010,Newcastle,Stoke,24,27,6909090,4431818
26/09/2010,Wolves,Aston Villa,27,28,2818181,7045454
2/10/2010,Birmingham,Everton,27,27,3772727,9227272
2/10/2010,Stoke,Blackburn,28,27,4363636,3545454
2/10/2010,Sunderland,Man United,25,27,8000000,10481818
2/10/2010,Tottenham,Aston Villa,25,28,12681818,7181818
2/10/2010,West Brom,Bolton,26,28,3954545,4363636
2/10/2010,West Ham,Fulham,28,29,3000000,4727272
2/10/2010,Wigan,Wolves,25,26,181818,3227272
3/10/2010,Chelsea,Arsenal,27,25,21454545,10272727
3/10/2010,Liverpool,Blackpool,28,25,21090909,1909090
3/10/2010,Man City,Newcastle,25,25,17727272,3363636
16/10/2010,Arsenal,Birmingham,24,28,8409090,3818181
16/10/2010,Aston Villa,Chelsea,29,26,9272727,17909090
16/10/2010,Bolton,Stoke,28,28,4363636,4363636
16/10/2010,Fulham,Tottenham,29,26,4318181,12090909
16/10/2010,Man United,West Brom,28,26,15227272,3409090
16/10/2010,Newcastle,Wigan,25,25,5590909,181818
16/10/2010,Wolves,West Ham,26,28,3136363,3181818
17/10/2010,Blackpool,Man City,26,25,1909090,18181818
17/10/2010,Everton,Liverpool,28,28,7500000,19409090
18/10/2010,Blackburn,Sunderland,26,24,3863636,9000000
23/10/2010,Birmingham,Blackpool,27,26,3590909,1909090
23/10/2010,Chelsea,Wolves,28,26,19818181,2954545
23/10/2010,Sunderland,Aston Villa,24,29,9000000,8090909
23/10/2010,Tottenham,Everton,26,27,13863636,8181818
23/10/2010,West Brom,Fulham,26,29,3318181,3818181
23/10/2010,West Ham,Newcastle,27,25,4090909,6454545
23/10/2010,Wigan,Bolton,25,28,0,4363636
24/10/2010,Liverpool,Blackburn,28,27,19409090,3590909
24/10/2010,Man City,Arsenal,24,25,17636363,9045454
24/10/2010,Stoke,Man United,28,29,4272727,12772727
30/10/2010,Arsenal,West Ham,25,28,9363636,3409090
30/10/2010,Blackburn,Chelsea,28,28,3500000,21272727
30/10/2010,Everton,Stoke,28,26,9000000,4772727
30/10/2010,Fulham,Wigan,30,25,4136363,409090
30/10/2010,Man United,Tottenham,27,26,14909090,13545454
30/10/2010,Wolves,Man City,26,24,3090909,16090909
31/10/2010,Aston Villa,Birmingham,28,27,6818181,3954545
31/10/2010,Bolton,Liverpool,27,28,4454545,19409090
31/10/2010,Newcastle,Sunderland,25,24,6454545,9000000
1/11/2010,Blackpool,West Brom,26,26,1909090,2909090
6/11/2010,Birmingham,West Ham,27,29,4090909,3136363
6/11/2010,Blackburn,Wigan,28,26,3500000,181818
6/11/2010,Blackpool,Everton,26,28,1818181,9000000
6/11/2010,Bolton,Tottenham,27,25,4454545,11772727
6/11/2010,Fulham,Aston Villa,30,26,4136363,6818181
6/11/2010,Man United,Wolves,28,26,8636363,3090909
6/11/2010,Sunderland,Stoke,23,26,6772727,4772727
7/11/2010,Arsenal,Newcastle,24,25,8818181,6454545
7/11/2010,Liverpool,Chelsea,27,27,19818181,18272727
7/11/2010,West Brom,Man City,26,24,2818181,16363636
9/11/2010,Stoke,Birmingham,28,27,4090909,4454545
9/11/2010,Tottenham,Sunderland,26,25,12772727,6272727
10/11/2010,Aston Villa,Blackpool,26,27,7045454,1136363
10/11/2010,Chelsea,Fulham,27,28,19545454,4136363
10/11/2010,Everton,Bolton,28,27,11954545,4454545
10/11/2010,Man City,Man United,25,29,17636363,14318181
10/11/2010,Newcastle,Blackburn,25,27,6454545,3500000
10/11/2010,West Ham,West Brom,29,26,2545454,3500000
10/11/2010,Wigan,Liverpool,25,27,409090,19818181
10/11/2010,Wolves,Arsenal,26,25,3318181,7545454
13/11/2010,Aston Villa,Man United,26,29,7886363,14545454
13/11/2010,Man City,Birmingham,24,27,17272727,4454545
13/11/2010,Newcastle,Fulham,25,30,5954545,3727272
